reviewId,sentiments
968f4165-ac15-4559-8744-ef0ce8fb1e03,neutral
f546d11d-7299-400b-99af-c37556d45a26,positive
3d95d425-0976-448e-8c6b-9845f606aab9,positive
6c635669-b0de-43a4-bb0c-56219d72352a,positive
7936845c-a290-47a2-b01a-ad3a5b465f4f,positive
50d9267f-35f6-4111-842a-838238095aac,negative
2647d3bd-4009-47c9-b9ef-a0ec11e3a50f,neutral
537613bf-09c2-4e65-91f8-539c5eea935e,neutral
5dd582e3-e7bc-4203-bfa6-dbd5dbfcff02,negative
62f23800-509c-41be-8862-d7d16d133933,negative
363ac426-6a55-41b2-aea4-d30168697e90,negative
09bfcffe-405c-49aa-95a6-35dff3a6ada1,neutral
29f49d29-217f-4f0c-8b65-90ed06e2c2b7,neutral
3b18d5a2-3f3f-4770-a1fd-959845555f14,negative
0ca9e06f-7aa0-4e56-bc7f-a62e7e0fdab5,negative
8d32d0a6-769f-4fe5-9046-b62bed56fa97,negative
d5102a20-13c3-4612-b10c-a63c2665f399,negative
1e6ac4ac-1300-400f-b15d-76f5d9917919,neutral
35bd5538-a7dd-4b45-891f-239c0ae161a5,negative
862f3f89-475e-4042-8c48-03df29165bce,positive
fa1a8c10-d3e7-41dd-99c4-04135d481d73,negative
24292015-3e89-4e49-811f-56e8d74e7fb9,positive
c9cb8700-cfc3-4add-bb6b-19b3bf21cad7,negative
1a58f8f8-f2a7-43c6-a49b-33bfcba7b3be,negative
3393e85c-4153-40af-8fbd-d6d60481c90d,negative
504062d2-cc22-4cf3-8e6b-737e50711dcf,positive
301e5241-00dc-4c36-b8f4-35bbbf70630c,positive
6062c731-db62-499f-8cde-7e86f10d4e80,negative
aefbac74-035c-48be-914c-8e4f0a344544,negative
614b1cc0-a3d2-4beb-8516-b323bd743360,negative
bcf7535b-47f2-4f48-a729-92a51d72b6dd,negative
0c481513-3595-4cba-afb0-35f6386edb98,neutral
f8a23af1-167f-4964-8c25-97f36d179e5a,negative
0bdfd859-3002-4450-8b55-a531c872098a,positive
7b606fee-43d8-4ad1-8a53-aab9f3e0b76d,negative
4ad2bda7-2127-479c-8a0d-63dfebe31ff9,negative
f89a3fea-7dd1-47a9-9c69-0a26ae45f666,neutral
ba49b930-b6e8-4c60-92e0-880c34826569,positive
e27e1eeb-5d59-4e5d-a7ff-8b4d47f464eb,positive
ab9e4556-e86c-4dc8-9af8-62d5e2d5a75a,negative
de563bd3-e6e3-440b-9eea-28b7994679ea,positive
a8390386-040c-430b-8e45-3f02f77001f0,positive
6e3003aa-1097-4b20-bfc9-b3028284be7a,negative
2df932f1-8be1-4c08-98c0-5e7639782699,negative
a4859837-2faa-43f3-bb68-fae69303f392,positive
3e114e7b-bf46-489e-988e-bf9f62042b4e,positive
122891e4-ee31-4472-be86-b594dfc3bdf5,positive
9897a528-d6cc-4025-80fd-e608267c2349,negative
acafa8cb-5fe5-4943-8e3c-93307211b867,positive
e8339d94-5c71-4ac8-9231-315ffd24a957,negative
f398defa-9d50-43ff-8d48-901b54f859c4,positive
0dbc1a14-082e-48d1-8908-75cd6af64460,negative
3c63a4e8-47c7-4fff-a419-c8e534a08c9e,positive
3df34746-7d42-4975-af9d-1abf49d9a3ee,positive
e47cc7eb-b383-444e-bd88-77ab54a58dcf,negative
26645b5c-315a-44d3-8d64-ee2a37acbe6d,positive
7702fd3f-f642-4963-94af-1cdbdcc882d4,negative
63e8879b-562c-4197-94ea-e7b02d783b00,negative
8e5a62e9-5275-4420-adeb-904e9ae84945,negative
518b6e4e-8961-4536-af1b-9018dff4ff75,positive
3ed5afb9-82dc-496f-9010-531d98c3307c,neutral
29e4237c-94ac-4f74-9686-86bb97858b5a,negative
c1653c03-ddcf-4cac-b90b-5fb2e9d14572,negative
fd7eb7e1-e8f8-4c9e-8191-e413ad0043a3,neutral
ed9b7a84-46f0-4616-ab5c-2b5605244c1b,positive
afd7fa36-afa5-4b32-8a1e-40a7c51be650,negative
a213108b-4ef1-4929-b596-eb438962234d,negative
40adcc9a-efbb-414b-822c-27b793a1280e,positive
844c77df-c6c4-4cd7-acc8-f57909da0fd8,positive
f691d043-328a-4964-87ee-85e58c271f21,positive
e14c30fb-c19d-48a2-9eaf-6a3ce5102f08,positive
d54d579e-1cc1-4d4f-8007-56212b76b343,negative
924f1129-678a-4a8f-9a58-ef95d34bb58c,neutral
96e9104f-fb90-41c3-b2f2-df657491d726,positive
ca7e69a7-9969-45c9-a046-3959747ffc29,positive
4b81202b-a0be-4ff9-b0c2-196e5da8a37b,positive
3a488001-0d55-4f28-b847-8f732a74be61,neutral
eaa86ce7-61be-4a95-a0ea-bd8418e46ddf,negative
0bcfd26b-2d79-4bd2-bc0f-d88f39ddd691,positive
335b7f33-fee2-4955-acd4-6af5b57689c5,negative
536a5044-cac1-4c6a-9be6-1ca7ecdd3342,negative
0740009d-b258-432a-a1b1-4c9b1b92b9ef,positive
5b47b9a3-869f-47d4-9bb6-6afca9ee7ac8,negative
446e2a83-aa8c-45c7-9778-014a5a5892b4,negative
3adff5da-6452-4187-be47-10cffc06056e,negative
53109c1a-3b41-40f7-b65c-c4e89e7a2122,negative
c63ace9b-f8d9-4513-9590-a2f741eb767f,negative
1010a8d0-5cfb-4068-9408-5b9eb6547536,neutral
f5fd515f-4e9b-45df-9b80-323267f8a466,positive
392dd0df-b1b8-4782-a64f-1a02bcb84734,positive
5612260e-d611-4089-9571-1dec302cede3,negative
c4f1d6ca-2e14-40fa-9212-60f4265289d6,positive
ca2077f8-8e38-4946-8511-dfe93e922652,positive
c58287b8-e7d2-4593-95d1-636550ee8fdc,negative
b63cca73-e357-4698-bf95-d0944a5edad3,negative
69f913c1-bbd3-4d60-b6fe-277164d55c5f,neutral
68706b01-3c91-4789-9a96-8f77243fd042,negative
e8150173-ac4c-4fff-b1d3-59166127c52f,neutral
60767f9a-834a-4ff5-a94f-400e7481d658,negative
dfa18dee-f2bf-4805-859b-5f90786790e6,negative
7448a750-e77b-4038-8867-6a58325a1d40,negative
0bb3afea-dc0d-42f8-a171-2d4b9d6a2f72,negative
be9aa8dd-7093-400c-ad4f-c6b898c011b5,negative
196b3129-dd16-4283-b0cf-223e70a02a54,positive
e255b5fd-1c8c-441b-9f24-cb7dffa2d16d,positive
e030fb57-0a31-4e34-936c-15288000f2dd,positive
76f5a2d7-534c-4422-8704-6091074a51f3,negative
8a060676-07eb-4c85-a0b3-3065e4285f75,negative
86fa9c61-b786-4408-ae23-6ab646b3c4e1,negative
c3670da9-9ace-4869-9f8c-432878874943,negative
a5e9d399-db58-4841-bb64-db392ac8e4b1,positive
96b23226-7e4f-4ec4-8999-8b9eabf3d1f6,negative
1af360b7-9d5b-4f4d-8d9f-49176a5d3010,neutral
102c9214-f37d-4004-9eb7-468449506911,negative
6ee369f4-efba-46cb-b6e3-49918f49f054,negative
5af93d77-3dae-44e2-88af-13214a836ac2,positive
fee471de-e17f-4ca9-bdf9-a501015e041a,negative
1e94c292-d8f9-4d37-b0a7-55aaeb256180,neutral
1860b7b8-316e-48ab-81cf-ad13bee3db3c,negative
a4bc75c8-7903-404f-9791-8441cb7475b4,negative
ee349276-630d-4cbf-984b-233bbd8059ae,negative
37bee411-9942-41b6-bff0-c4171777ba58,negative
441ca6c9-bcb7-4245-b313-78e79b845c1f,neutral
28d28391-5017-45fb-bff3-43024ab27ddd,positive
1a410754-eb91-49ac-b51f-521fa00efc74,positive
49a3e961-87b4-4aae-8093-f39f8a3c98b5,negative
697ac8c0-0be6-438b-acf0-ce730330ffca,positive
362d3c86-dd2c-4e8a-932e-d8d12e2f2e9d,neutral
20bb0be0-7be7-4c2c-9d84-b50e82f78b3d,negative
7a2ef6d8-e012-4469-a4e9-82319d06f9e9,positive
4b93faf5-b305-4d07-b917-8352794db84f,positive
777205ee-9275-4db8-aa75-cdc8bd1b919a,negative
52be6a4c-a718-41ac-8ba2-ff5be9ba5677,negative
42eb27ee-f08c-43fd-9b26-71c1949d6cef,negative
ad040417-1b3f-4b99-aba6-0990f14ed695,negative
b753ee15-5460-4946-80c7-2adc835e7955,neutral
4f98d1e3-67a2-453f-aa64-dfc54bcae44a,negative
db111bb7-c65d-4c2b-acf2-84416aa8e32b,negative
7bc49f07-da31-477d-a83b-48ee17a755ef,positive
739069cd-82e8-4f72-bd0e-942dd68173f3,negative
7f8f1d23-1643-4099-831b-4c66df97e9ed,positive
be7a4de2-45f7-4455-ac24-bc8a6829d81b,positive
a6f6bb94-092b-4914-89d2-031bd1bbb22d,negative
1981e90c-b461-4b4c-8d2c-71f4f9e6d031,positive
59d66e2f-926c-4d48-b970-14836431d962,negative
d0b8b3fc-1024-45f8-9c44-3c5d2a2a9048,negative
1c91aaca-c7bd-4ec1-aef3-30b4f613bf2e,negative
6638e384-ad0b-44f6-b985-06dc4ab419bc,negative
5e12fbc8-0093-47aa-9c8e-7f7bc014fa78,positive
d9b427bf-b025-41f6-9011-44563fdad399,negative
11697a69-4345-4cca-a720-4f294d12f6f2,negative
8e3079f9-5b83-4b42-800f-06ff090771a5,neutral
4bd93b2e-0868-41b5-b966-2a8121299a4b,negative
1fd3a671-4503-4133-8bb7-b6cd64f14997,positive
45a5b767-f8e4-4d33-8e73-02e70ff1236b,negative
0500f6e9-0910-42ea-84f3-b7a223f90a4d,negative
c3ef5ce3-fb04-4212-97b7-c947dd9d9565,negative
ddc85de4-5455-4fab-9fde-814f6c71a8e0,positive
e964f911-2889-414b-afae-db7c9f483d3c,negative
887a65c6-b49b-4947-b016-60f58c2e7c2d,positive
4a0ca092-4ded-4a5b-90d8-5dbf5b88ffaa,positive
d7a792c8-fc80-4b2e-8e69-2a8ffc39c26c,negative
da24d8b8-1ade-438a-b235-b21f2e200834,positive
ac951e4a-5208-44e1-a438-5a5a4790dc64,negative
644eb4cf-f8fa-42fc-a615-be13e483099b,positive
dec42f30-9a47-4812-840a-cba293d7be29,negative
a01421bd-8bac-4cab-a229-e530bed05d2a,positive
2af9b1f5-1f5a-4586-875f-9c917ab21d26,positive
f93ea637-2e57-41b8-a9b2-3616534eeff3,negative
0b6f72c7-8fdf-461f-a250-f4b92995286d,negative
d8aed297-19ed-485b-95f6-3547fd50e13c,negative
6a0d1a96-6d5e-4572-a8f3-fb1ff04209df,negative
b6ef72e6-d1ef-415b-b1bb-b230a76d46d8,negative
6ae92e99-d902-46e0-af54-32795d44bdf1,negative
a4851fee-6170-46ba-9476-acd9d3b060e2,negative
129c2cfe-6b73-47ca-8f24-f8637e1a60a1,positive
55230fd3-5c33-45c9-bc2c-2060be92dd2e,positive
bdf487ea-381e-4296-bead-d31e5d819436,negative
f8d8e29b-925a-4792-9df2-04f98dc7384c,negative
304bc204-a478-40bc-b3b8-ddb38a76bc72,positive
578d0dcc-1d3a-42b6-aab9-dc297bc14c43,neutral
1b517a1c-1c22-4007-b333-d4843f7cfd16,positive
747d8460-ad26-4ca4-b35e-000dcd7971d7,negative
b49daf52-43c2-41e6-bc8a-ea0bba367f2d,negative
da2eb5c2-1529-44a2-bed8-d3905641f472,negative
f0ef2fb4-645a-4cf0-988b-d521c5668828,positive
2584f250-b9c5-4862-a2f7-d86824a955c9,neutral
f72a11db-71f5-4b56-b1bb-cb8b8e65e229,negative
6155317f-3815-4c0c-9773-f208951bfaea,positive
0a9d96d7-43e8-4407-8951-adc61d641d87,positive
bb70ca2a-5213-42f3-b48f-e37234348f6a,positive
2df90ce3-290f-4c31-a83e-fbfb767b309b,negative
54e55dbb-bbd9-422c-844f-76599cd725cf,negative
1ead915e-3cef-436e-ad0a-bcc134babd15,negative
f88ffb25-624c-479e-8c8d-409c827f4be3,neutral
f004c8bc-857b-4dfc-9e34-977cfde11591,negative
0ac2ca5e-faa1-4c3d-a3e9-53222fb04899,negative
dac5bb87-7b19-438a-b4fc-f1ccf640dc30,positive
3ce9305b-5e1a-4fec-a7f3-b8163045f7a9,positive
b5855f01-2732-49e1-804b-6691923562f6,positive
c02098e5-5f1b-4f8f-87f1-2f7638c74d2c,positive
e1f4dca6-d74a-4bb5-ad95-9adf59afa794,positive
e872d5b8-7fa9-402b-b25c-c274e6ccebe2,negative
72a35741-26b5-4eb4-a431-75ad5b1110f9,neutral
e35f7005-0596-4b3d-bc64-f83d0367617d,negative
6d3e61bc-c81b-4e11-ad95-e13e7ba9e549,positive
e968006a-a64e-4d13-a4e5-8ffff872e369,negative
97db01de-3c64-43f3-bfc5-de3bf6cfc130,negative
45eb823e-ca34-4153-9ec9-75baec73ce88,negative
7fd52ece-52a3-4b43-be49-9eb1083b24a8,negative
1c3b6dc4-fe29-44ef-8848-909f915835f5,positive
01301a49-28e6-4587-a6c7-41a2f439ab1f,negative
02ed74ec-6fbc-4913-91e9-8081cc0d47ab,positive
5d54bd9c-9be4-4b5c-bda5-e08ee6746271,positive
72dbc29b-513f-4ae1-b8e5-c118d2d54bd6,positive
21af6576-e49c-46b0-a9fd-99f32817ec8a,positive
3d7e710f-9093-43c0-a56a-d64fa9198bf5,positive
1d86daf2-88e7-43f5-b7db-467ac4b03d9e,negative
90fb42fd-66c6-4519-bf07-103d758d1ba3,negative
5daf0357-8199-4ec5-ad49-e0bab7f81ac5,negative
6700c53c-7611-4350-9fd0-1d5dfe36025f,negative
071a4a5b-f544-45bf-a2c4-1a227c7e1f95,negative
a88deb04-cfa0-4cfe-8b12-78b1550d62c6,positive
370dbb8a-a85c-4dc2-8fa4-92a09bd2e131,positive
99fe81df-43ea-4190-a6ee-762b84a5c6da,positive
3de46f9a-4c9c-4f7b-a3f6-eccf775fb488,negative
1e4fae81-bb12-4710-91e9-476d2542745c,positive
53666ba7-220d-4617-9e80-dfb949c342d9,negative
e38f5809-510c-4a4b-9a68-aa8455d7fc56,positive
cf052c6e-2356-4fc0-b997-bccdd4cc782b,positive
5f4fcfaf-a521-4f04-9d73-dc90def2c536,positive
12b214c3-3ee0-4113-bf50-961f21d53c29,positive
4a46a736-1799-496d-9aa8-4788b05d0091,negative
d3f216a8-dff2-4a66-9749-9ee8b777c56c,negative
e3d4957b-6005-461d-a206-58c6e1255daa,negative
f82df1d0-2071-4f4c-8f91-31fb3351c35d,positive
a2b8986d-5638-4759-ab07-013a2c71b98a,negative
0810476a-9b68-425c-bad5-721a7ccabb77,negative
84611ee9-19ea-42c3-85d2-c6cdcc48c65a,positive
1a97e750-68b5-48cf-8a80-dd58a978030c,negative
22ec3513-9dc0-4baa-bc0d-641478650082,negative
03cb6fbc-0630-4ec5-8e5c-1a1543a7345e,neutral
310a8fa2-357b-4034-a75e-fb6edb120bc7,positive
7d72a5c5-1998-4331-b636-d2de36731d51,positive
2b00b13d-af91-4d6e-b3c2-068e2dca37a7,positive
47c03dec-9310-40b5-968f-8dc3a36f41b6,positive
c2d4e9e1-fc5a-49e5-b359-ba371d828bb5,positive
cc3347e9-326b-480d-850c-55d8b00359dd,neutral
6c6b7c22-630b-476a-8883-90e291c7e066,positive
bad3122c-12a7-417f-befc-9e78cdb20f4d,positive
3e6d31ef-07e5-4673-af96-a99915cae0ce,neutral
b974c8f4-4cac-4772-89a6-4e1d61fa2ff5,positive
e14f8050-a3ff-4562-a132-343eebde6c2c,positive
4fdce605-7158-48ca-8977-8c834605619a,positive
70bab559-027c-4269-b4e2-cf0c795049ee,positive
9a5807d4-ffac-48e4-8890-c34d0efb0bb5,negative
634b0b26-8192-4fe0-a8a6-9c8be19a4d4f,negative
0f9f3d36-2796-49e5-98e1-c6b68736d372,negative
0561eb0f-ee00-4577-aa8a-83776f013806,negative
9bd44e8f-2934-4513-bfff-90371cc45a7e,neutral
fc25bb07-1740-40dd-8a7a-a7197077860a,neutral
39ce173c-fde9-48a1-b5b6-a79ae4f961df,negative
a7fe511a-2035-4660-a8af-989665579300,positive
de5ad5b6-e597-4388-8ce8-cb7ea8ce0ca9,negative
e7375b94-3950-4f0d-9e30-6511d2a51182,positive
7f7db387-d1b9-4ce0-9962-03f957a6285c,negative
d1c2cad9-f913-40e6-b28f-8e87743895cb,neutral
8a0323a5-5f14-4ebc-902b-81931b3fc1a6,negative
fbea11bd-e381-4097-b5a1-9f1133a49a88,neutral
3bb0f73b-753f-4347-b34b-8a8c3a980dec,negative
3964d82e-a6f8-4ff9-951d-53e7d24f0403,positive
fb35a30e-fd13-4420-b104-6416b7c7ebfc,positive
23666134-fe06-4c1c-bc77-b7665651ff99,positive
add04567-c5a3-42ed-97ac-95a9a0f1e79f,negative
b2cf567b-7ad0-4e73-ab22-39d591ef0239,positive
7b0fd17b-cefa-4a07-97c8-a2ba7c9b4f9e,positive
cde0c94d-3db4-4ca7-8201-75ce755873c7,positive
11801465-7491-4e85-a386-c0dcd0624edd,positive
6f377741-f32e-4e07-9389-af1f5802ab95,neutral
e8aae552-9538-4335-a718-08dcdf3cb934,positive
5d3929ec-dd02-44a9-a89f-cfc22b2b54eb,negative
15933570-1c7d-4d6e-bbb4-94bb87df43d8,positive
76ba2e0e-d4db-45af-bfa2-394564616d5c,positive
425f979e-3353-4e07-a447-a52c58790095,positive
329f16ff-e76d-4c21-bc0b-92c3c25eed42,neutral
f461a40c-cf4d-4a92-9370-14728cc6704f,neutral
3f803fde-b144-438b-ba13-b00c561b179d,positive
93f8017b-18b9-4127-b107-a57ff00c4117,positive
72b459b4-417b-408a-b37e-40731484e766,neutral
2ce78728-3ed7-4129-a7e1-e6fa777b2766,positive
a8d03884-aa18-4604-a8a6-0b2cfb6b3bac,positive
38bb29e1-03f4-4440-875c-8a20772007af,positive
5b122c65-60ac-4ad5-9764-b37026e40a5a,negative
7ccbeb01-783f-4e17-bc2a-c92bcffd5bf5,neutral
a03348d2-7414-4526-b62e-1066dff64bab,positive
cb40b0fc-f51c-44a7-888c-5935ad76ab41,positive
376fafff-bacb-495f-9928-d606f69d2d0a,positive
2cfcc6af-bdf4-4cb3-8d75-1b35de299668,positive
131dccdf-8c54-4450-92f8-062a4e1fbe55,positive
5f8527dd-1634-428e-b46a-3123223a6db9,negative
667474a5-1a61-4971-a938-5469bb1fdbea,negative
707ac412-bccd-4938-a928-a264004355e9,negative
efb628fc-f118-4fdb-b87c-a18e3654b9c7,positive
790298a0-42f5-4f50-b23d-6937f3fb40bc,negative
4e6e8b59-fdc9-4502-9567-ab070675fdea,negative
a7b477b6-b76b-477c-9363-91155cac534f,negative
79725c8e-e6ed-42dc-9d1f-d9286742df68,neutral
aa41da30-dc2e-46b0-af63-8340fdd8f5c3,negative
94820192-b15e-4fd7-9d51-fb37bb9a389b,positive
b610e3aa-0c13-459b-ad78-f394b53d7c06,negative
5cac17a1-486b-496a-8641-7a602410c0ed,positive
6b544353-4f42-4a33-af55-0ec45bd8fc39,negative
1d26c9fb-4c37-46ed-a947-58942d351715,positive
421346be-ef34-4d1a-9ab7-3349ace78130,positive
33d0d83b-d5ea-43d1-8364-745acf27bdcd,negative
8e5d5407-bed4-44ad-8370-5b2f3b18ed1b,positive
c54a0932-af44-4a2c-ae13-7ac5fe7fa8da,negative
10e8759a-83e9-4d3f-b4d7-0003dc3bb4e1,negative
b09df539-ad2b-4c98-968d-d435738785ad,positive
5b5ef91a-4b00-4e8d-9338-99db9a5362d1,neutral
70dfaad3-c976-4dce-8256-b1fc75611a55,positive
238b115d-7c7a-4b04-a8b0-cbe6aae2edb6,negative
a7a3e358-f170-447b-9de8-16eacf6330df,negative
d3162fa2-0393-4fe0-82c5-bad7e37aaedb,negative
25c492b1-4a1f-4a0f-9141-253a6ab2eb90,negative
ea737cf4-fbe5-4cef-9e8f-cb6fb593afff,negative
721d196a-ca6d-48e5-9146-31d110b66bf4,negative
c9d9f291-9001-4af9-a108-f06b5f78b779,negative
fd3df3fc-7c91-4545-8024-0350443805c4,positive
87cb6d9d-2711-4980-93de-b77f4fafe8af,negative
445b5793-5743-42fe-ac61-df6257b54027,negative
5f0e3c64-27ae-4b8a-8bfe-c4d5f645422b,positive
9872f7dd-dd18-44bb-9745-34d2b60eb29d,positive
fbb9f1e3-477f-4731-9c05-6f3eb672e0e8,neutral
aa28012c-c17c-467f-a574-e86eb845595f,positive
0dcc2ec6-e5ab-407f-9d8b-d397e315cad3,positive
03a152a5-416f-4f6b-9538-ce8f5a1a997e,negative
7aef6565-29d3-4a22-b959-18c92d2dade8,negative
b5500bb7-2b19-4fee-9819-8a806d946301,negative
805bc9ac-6431-4e29-8ef7-7b57c53e0524,positive
c0656d2d-5b0d-410e-a2ca-c22bffb557d6,neutral
00f85e5f-5968-4624-979b-32f7cd291994,negative
cbb35a5c-0673-4428-b567-38a08b470a97,positive
a4039c14-d0e2-46cb-a893-be372213e3ba,negative
58554118-a818-4395-8e7d-3c35351e9d10,positive
186c9a7b-ae26-4396-bd71-8aab3211aa8e,positive
7d329c27-e51b-4456-babc-d9cdda4bfe4f,positive
6a4e9af9-dbf2-4b05-8888-61488aebe849,positive
c957bb63-6c65-498b-afb2-e4ac056840eb,negative
7faa618b-9944-403d-b812-4445b390dee7,neutral
5b44ffb0-ce1a-424a-beaf-6f848511ac6c,negative
c47ab43f-cf38-40fe-899c-ba6e88893898,positive
1fbfd915-28f7-499a-ac42-7b23e1be1efc,negative
bbeff440-d1e7-4532-9e3c-591b78d7194c,neutral
8aca8a0b-fb0b-4bfa-9cfc-aa6d550ee4e4,negative
6cecb112-c17c-42f7-8e68-7bb9469722d3,negative
831198b7-3b91-4fd3-8390-3f24d3f459bb,positive
ea91898c-957b-453c-876f-3319006b87f0,positive
6b89ea96-954b-4ad3-80f7-1766881dd4b8,negative
f41ea004-01e8-4310-8569-9ee2cdaac64b,positive
46d4e88e-926c-4403-9eec-5013fa8f0486,neutral
84455ed3-9f87-4d6d-8b53-711324d60946,negative
32828dd4-afaa-4be3-9a41-d1cd8d8104e6,negative
00c6159a-c7fa-4c21-83a2-48a9825c22a9,negative
0bb0c1b2-b4a6-46fb-b235-fda93c6a5e44,positive
04749442-ef90-420b-a7e1-848bcd6da0e0,positive
cba03aa3-92a2-4075-8b0c-20b20a1e0ae1,positive
884e14a3-65f0-45fd-bb61-fd206bb10530,negative
e6d92c5e-b82b-46bb-bf76-df2c2800e1ad,negative
23e36841-a03e-488d-8129-b9aa9485a44b,neutral
2ca8a6e0-3c2e-4f3e-9468-4c7bf765ac08,negative
485ffb49-709a-40dd-aa34-6e02e9842635,negative
c1705ff3-0325-42b6-b644-d71b105ddb67,negative
c6d78772-7b9f-453d-97f5-655236fc6427,positive
a5d1ff01-376c-4698-b43f-1e31a61b533f,positive
d4c534b0-4048-4219-8535-8698bda8ce4f,positive
30ec9aed-54cf-4efc-baa2-10bf74b59205,positive
24066fae-f560-47ee-aab7-9fe9511799b0,positive
b510feea-b78a-4bb6-9998-1361d1813c8c,neutral
88955f8f-c7fd-484b-bf6b-fcb2904a2162,negative
8ee02adb-ce8f-432a-9430-056071847e2b,negative
227d9e2d-7b50-46a4-8ff0-81457bc98913,negative
f04bb026-0952-4e8e-82d6-19b0015d229a,negative
5fc44133-b0bb-4f85-97bd-a70ae4a5f599,negative
fabaaa6d-5143-4d1a-8a8d-30b4ec014d35,negative
b9d546d0-d244-4d35-b1e4-bd2236f6f946,negative
22bc3be2-0501-4297-ac5d-17b35627dadf,positive
31bf2018-895c-42d9-993e-2e195f03fdc0,negative
1af9942e-41df-41f6-8105-1d453d48a8b4,negative
fd067e85-2b9d-45b9-95ce-7498a995aa97,negative
31d57836-8b2d-4328-9d9c-5f2be2e52a66,positive
22810efb-f855-4580-9a44-b7da866950a6,negative
77119813-9415-4bf4-bf13-476e05b48df8,negative
c20a8da3-41e8-4b82-a7e8-0d506ef9f3ee,negative
24dd045f-8dd8-416c-859a-d9114387fdaa,negative
ccaaf51f-8c39-4e57-a0c8-54b9c167d22c,negative
1bbbc960-2d4e-4346-8458-395eb314d459,negative
ae7796e8-34fb-4e9f-92da-2530869fe9ae,negative
c931dabb-c993-48ca-a8ec-dbbd30e5bf8f,negative
3c939865-cebb-47a0-9085-1f4cff3df4fe,negative
5615006a-269e-4d15-b515-7c04619a38e0,negative
7c81077d-0132-4a93-83b4-94666bdf785d,positive
60f1f017-9121-4dff-8439-abad0354eabb,neutral
a9816f82-a076-4fa1-a0db-2f8fb7d7e478,negative
8c7ab324-c6a3-45ef-acb3-11603ebd24be,negative
0af4512b-ad6e-40a6-bf60-5ff109e6a4cd,negative
992eea09-e6a1-422c-be8a-c45d860daa35,positive
7a536b49-b1ca-47d4-a07b-fe36903e357b,positive
96cbf360-adcb-433c-9861-c9293a7ecdbc,neutral
0c622572-4dd6-4939-a15a-f90905f49515,positive
a7417e1e-6a52-488c-b09a-de50e990cefe,neutral
2123bc15-4daf-488c-8e54-ebfdf9b17f05,positive
a2962b10-d911-408b-aa85-72583660c3ab,positive
76e6f371-8246-4b3b-a516-9c3809520e23,positive
c0d81cf4-f42c-45ef-a2bf-3b89d16a7fc3,positive
cb12e1af-d4e4-4362-8686-de8cc2c37960,negative
538a6ea1-019d-4049-91a8-b9e82046799c,negative
60975f3d-4edb-4edb-9ab6-d5ed5e19f621,negative
d4b859dc-b9d7-4bc7-8213-1564418b67d0,negative
1b3431bf-8d85-4c1b-86d7-9eeb8b2d18e7,positive
